<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MOEX.SBER:SMAL;60;20221130;190000;135.0800000;135.0800000;134.0600000;134.0600000;64
MOEX.SBER:SMAL;60;20221130;200000;135.9900000;135.9900000;135.9900000;135.9900000;1
MOEX.SBER:SMAL;60;20221130;210000;135.9900000;135.9900000;135.9900000;135.9900000;1
MOEX.SBER:SMAL;60;20221130;230000;136.2700000;136.2700000;136.2700000;136.2700000;6
MOEX.SBER:SMAL;60;20221201;000000;136.2700000;136.3200000;136.2700000;136.3200000;10
MOEX.SBER:SMAL;60;20221201;110000;136.0300000;138.7000000;136.0300000;138.7000000;9
MOEX.SBER:SMAL;60;20221201;120000;136.5000000;136.5000000;136.0300000;136.0300000;3
MOEX.SBER:SMAL;60;20221201;130000;138.3300000;138.3300000;138.0000000;138.0000000;2
MOEX.SBER:SMAL;60;20221201;140000;138.3100000;138.3100000;137.5000000;137.5000000;3
MOEX.SBER:SMAL;60;20221201;150000;137.0000000;137.0000000;137.0000000;137.0000000;1
MOEX.SBER:SMAL;60;20221201;160000;136.5000000;136.5000000;136.0400000;136.0400000;3
MOEX.SBER:SMAL;60;20221202;110000;134.8500000;134.8500000;134.8500000;134.8500000;3
MOEX.SBER:SMAL;60;20221202;150000;136.7300000;136.7300000;136.7300000;136.7300000;1
MOEX.SBER:SMAL;60;20221202;190000;136.0000000;136.0000000;135.0000000;135.0000000;154
MOEX.SBER:SMAL;60;20221202;210000;136.7300000;136.7300000;136.7300000;136.7300000;1
MOEX.SBER:SMAL;60;20221203;000000;136.7300000;136.7300000;136.7300000;136.7300000;5
MOEX.SBER:SMAL;60;20221205;110000;136.7300000;140.0000000;136.7300000;140.0000000;13
MOEX.SBER:SMAL;60;20221205;120000;138.0800000;140.6000000;137.7700000;140.6000000;18
MOEX.SBER:SMAL;60;20221205;130000;141.0000000;141.0000000;141.0000000;141.0000000;1
MOEX.SBER:SMAL;60;20221205;170000;141.3500000;141.3500000;141.3500000;141.3500000;2
MOEX.SBER:SMAL;60;20221205;180000;140.0500000;141.3500000;140.0000000;141.3500000;269
MOEX.SBER:SMAL;60;20221205;190000;141.3500000;141.8500000;139.0600000;141.8500000;17
MOEX.SBER:SMAL;60;20221205;200000;142.2100000;142.3600000;142.2100000;142.3600000;9
MOEX.SBER:SMAL;60;20221205;220000;138.3000000;138.3000000;138.3000000;138.3000000;3
MOEX.SBER:SMAL;60;20221206;130000;137.6200000;139.0000000;137.6200000;139.0000000;8
MOEX.SBER:SMAL;60;20221206;140000;141.3000000;141.3000000;141.3000000;141.3000000;1
MOEX.SBER:SMAL;60;20221206;170000;140.5000000;140.5000000;140.5000000;140.5000000;3
MOEX.SBER:SMAL;60;20221206;190000;141.5000000;141.5200000;141.5000000;141.5200000;7
MOEX.SBER:SMAL;60;20221206;220000;142.7600000;142.7600000;142.7600000;142.7600000;4
MOEX.SBER:SMAL;60;20221207;120000;139.9800000;139.9800000;139.9800000;139.9800000;1
MOEX.SBER:SMAL;60;20221207;140000;138.0500000;140.8400000;138.0500000;140.8400000;3
MOEX.SBER:SMAL;60;20221207;150000;140.0000000;140.8000000;139.0100000;139.0100000;16
MOEX.SBER:SMAL;60;20221207;170000;140.8100000;140.9800000;140.8100000;140.9800000;8
MOEX.SBER:SMAL;60;20221207;180000;141.5000000;142.5000000;141.5000000;142.5000000;12
MOEX.SBER:SMAL;60;20221207;190000;142.0000000;142.9700000;141.0000000;142.9700000;216
